Resumen,Clave de incidencia,ID de la incidencia,Tipo de Incidencia,Estado,Clave del proyecto,Nombre del proyecto,Tipo de proyecto,Responsable del proyecto,ID del responsable del proyecto,Descripción del proyecto,Prioridad,Resolución,Persona asignada,ID de la persona asignada,Informador,ID del informador,Creador,ID del creador,Creada,Actualizada,Vista por Última Vez,Resuelta,Fecha de vencimiento,Votos,Etiquetas,Etiquetas,Etiquetas,Etiquetas,Etiquetas,Etiquetas,Descripción,Entorno,Interesados,Interesados,ID de los interesados,ID de los interesados,Estimación original,Trabajo restante estimado,Tiempo Trabajado,Relación de trabajo,Σ Estimación original,Σ Trabajo restante estimado,Σ Tiempo empleado,Nivel de Seguridad,Enlace a la incidencia interna (Blocks),Enlace a la incidencia interna (Blocks),Enlace a la incidencia interna (Blocks),Enlace de incidencia saliente (Blocks),Adjunto,Adjunto,Campo personalizado (Clasificación),Campo personalizado (Color de la incidencia),Campo personalizado (Fecha de inicio),Campo personalizado (Metas),Sprint,Sprint,Sprint,Campo personalizado (Story point estimate),Campo personalizado (Team),Campo personalizado (Vulnerabilidad),Campo personalizado (development),Comentario,Comentario,Comentario,Comentario,Categoría de estado,Categoría de estado cambiada,Principal,Clave principal,Parent summary
Documentar APIs, y conexiones de backend live operation

Como levantar? 

Como usa el servicio de Twilio o Meta Facebook? Cual es el estandar de crear una plantilla?

etc. Todo lo que se pueda documentar.",,Jeferson David Camero Garcia,,637f8d9e77acd224b33e8acc,,,,,,,,,,,,,,,,0|i000w7:,,,,Sprint 2 Gestión operativa AUT,Sprint 1 · Estabilización,Sprint 2,8.0,,,,,,,,Listo,03/jun/26 3:26 PM,10123,SD-28,[ROADMAP-2026] Hoja de ruta tecnológica 2026
"[SRV-145] Dejar MVP para al menos 3 proveedores, automatizado de Abastecimiento",SD-146,10433,Historia,Finalizada,SD,Servimax-Desarrollo,software,John Arévalo,712020:fa2cab61-84d5-4706-9655-e8307b63b5bb,,Medium,Listo,Jeferson David Camero Garcia,637f8d9e77acd224b33e8acc,Jeferson David Camero Garcia,637f8d9e77acd224b33e8acc,Jeferson David Camero Garcia,637f8d9e77acd224b33e8acc,01/jun/26 3:25 PM,01/jul/26 8:15 AM,16/jun/26 3:05 PM,11/jun/26 8:55 AM,,0,,,,,,,"Como lider de abastecimiento, quiero generar procesos automatizados de matrices donde me de el sugerido, rotación etc, respecto al area de abastecimiento. Validar que sea coherente cifras de inventario sincronizado con Abako o Mercaderia.",,Jeferson David Camero Garcia,,637f8d9e77acd224b33e8acc,,,,,,,,,,,,,,,,0|i000wn:,,,,Sprint 2 Gestión operativa AUT,Sprint 1 · Estabilización,Sprint 2,8.0,,,,,,,,Listo,11/jun/26 8:55 AM,10123,SD-28,[ROADMAP-2026] Hoja de ruta tecnológica 2026
[SRV-099] Gestión de tiempos de carga de trabajo tardes equipo de operaciones,SD-133,10292,Historia,Finalizada,SD,Servimax-Desarrollo,software,John Arévalo,712020:fa2cab61-84d5-4706-9655-e8307b63b5bb,,Medium,Listo,Jeferson David Camero Garcia,637f8d9e77acd224b33e8acc,Jeferson David Camero Garcia,637f8d9e77acd224b33e8acc,Jeferson David Camero Garcia,637f8d9e77acd224b33e8acc,27/may/26 9:27 AM,01/jul/26 8:15 AM,30/jun/26 11:57 AM,30/jun/26 9:03 AM,,0,devops,roadmap-2026,track-devops-sre,,,,"Resumen alimentado por Lauren & Nataly
*Reporte de Operaciones (4:30 p. m. - 6:30 p. m.)*

# *Validación y Facturación Inicial (4:30 p. m. - 4:47 p. m.)*

* *4:30 p. m.:* Validación de inventario y confirmación de la cantidad de pedidos.
* *4:38 p. m. - 4:47 p. m.:* Inicio del proceso de facturación automatizada mediante el bot, realizando la gestión en dos cortes (comenzando con un primer bloque de 5 carros).

# *Planillado y Contingencia (5:00 p. m. - 5:05 p. m.)*

* *5:00 p. m.:* Proceso de planillado y separación a cargo de Edilson. Se reporta una *falla en el bot*.
* *5:02 p. m.:* Impresión manual de las planillas.
* *5:05 p. m.:* Envío de cadena y generación de los archivos PDF necesarios para la impresión de facturas.

# *Gestión de Despacho y Devoluciones (5:40 p. m. - 5:50 p. m.)*

* *5:40 p. m.:* Ejecución del bot de compilados.
* *5:45 p. m.:* Inicio de la impresión de facturas.
* *5:47 p. m.:* Ejecución del _picking_ de despacho.
* *5:50 p. m.:* Generación del reporte de devoluciones.

# *Cierre y Notificaciones (6:20 p. m. - 6:30 p. m.)*

* *6:20 p. m.:* Finalización total del proceso de impresión de facturas.
* *6:30 p. m.:* Envío de correos electrónicos con la información de los productos refrigerados y de consumo.",,Jeferson David Camero Garcia,,637f8d9e77acd224b33e8acc,,,,,,,,,,,,,,,,0|i000xz:,,,,Sprint 2 Gestión operativa AUT,Sprint 2,,2.0,,,,30/jun/26 9:08 AM;637f8d9e77acd224b33e8acc;Queda a disposición de analisís por salida de Nataly del equipo y la carga actual de Lauren.,30/jun/26 12:02 PM;637f8d9e77acd224b33e8acc;Lógica de Polar proceso operativo,,,Listo,30/jun/26 9:03 AM,10123,SD-28,[ROADMAP-2026] Hoja de ruta tecnológica 2026
[SRV-101] Investigacion sobre un problema en el modulo de Users que cierra las conexiones y afecta a los otros servicios.,SD-135,10326,Error,Finalizada,SD,Servimax-Desarrollo,software,John Arévalo,712020:fa2cab61-84d5-4706-9655-e8307b63b5bb,,Medium,Listo,cristian_gaitan,712020:f058778d-a445-48b5-8da6-2d090ec2cdb9,cristian_gaitan,712020:f058778d-a445-48b5-8da6-2d090ec2cdb9,cristian_gaitan,712020:f058778d-a445-48b5-8da6-2d090ec2cdb9,29/may/26 8:51 AM,02/jul/26 7:24 AM,30/jun/26 12:02 PM,30/jun/26 9:02 AM,,0,devops,investigacion,roadmap-2026,,,,Final de la historia se tiene que encontrar una mejor optimización y lograr resolver que no se cierre las conexiones y afecte a los otros servicios. ,,cristian_gaitan,Jeferson David Camero Garcia,712020:f058778d-a445-48b5-8da6-2d090ec2cdb9,637f8d9e77acd224b33e8acc,,,,,,,,,,,,,,,0|i000y7:,,,,Sprint 2 Gestión operativa AUT,Sprint 2,,5.0,,,,"24/jun/26 9:24 AM;712020:f058778d-a445-48b5-8da6-2d090ec2cdb9;se realizo la semana pasada el fix de la libreria {{utilsbacklibrary.git}} 
a una clase que cuando recibia datos null empezaba a cerrar la conexion de igual forma se debe estar pendiente por que se observo unos logs en la console de GCP",30/jun/26 9:02 AM;637f8d9e77acd224b33e8acc;[~accountid:712020:f058778d-a445-48b5-8da6-2d090ec2cdb9] Se evidencia que las conexiones ya no se cierran o abren inesperadamente ni de forma descontrolada. Seguir monitoreando,"02/jul/26 7:24 AM;712020:f058778d-a445-48b5-8da6-2d090ec2cdb9; Esta semana se presentó una incidencia en la que, tras realizar un despliegue, los logs de GCP comenzaron a registrar el cierre de conexiones.",,Listo,30/jun/26 9:02 AM,10123,SD-28,[ROADMAP-2026] Hoja de ruta tecnológica 2026
[SRV-100] Nuevo look and feel portal web administradores Fase 1,SD-134,10293,Historia,Finalizada,SD,Servimax-Desarrollo,software,John Arévalo,712020:fa2cab61-84d5-4706-9655-e8307b63b5bb,,Medium,Listo,WILSON PABON,712020:a3e7bd23-6099-4003-811a-f0aaf2beea5d,Jeferson David Camero Garcia,637f8d9e77acd224b33e8acc,Jeferson David Camero Garcia,637f8d9e77acd224b33e8acc,27/may/26 9:39 AM,01/jul/26 8:15 AM,30/jun/26 12:44 PM,17/jun/26 8:55 AM,,0,cultura,customer-master,roadmap-2026,track-devops-sre,UI-UX,,"Como líder tecnológico, quiero que el portal admin tenga una interfaz más intuitiva y responsive, con prioridad en flujos como “Chatbot y soporte”. Entendiendo que no solamente es un cambio a nivel de UI, si no también de UX, viendo la necesidad de que los lideres del área comercial, y otros roles internos, puedan tener una guía de usuario de donde y como interactuar con las opciones de gestión.



# Avanzar con un wireframe por roles y navegación de screens más comunes y útiles del portal.  
# Validar que el branding e insumos establecidos sea lo necesario o debemos realizar fixes.",,Jeferson David Camero Garcia,,637f8d9e77acd224b33e8acc,,,,,,,,,,,,,,,,0|i000zj:,,,,Sprint 2 Gestión operativa AUT,Sprint 2,,8.0,,,,,,,,Listo,17/jun/26 8:55 AM,10123,SD-28,[ROADMAP-2026] Hoja de ruta tecnológica 2026
[SRV-137] BUG - Solucionar creación de comercios por data normalizada y el dato de GEO por rechazo,SD-137,10392,Error,Finalizada,SD,Servimax-Desarrollo,software,John Arévalo,712020:fa2cab61-84d5-4706-9655-e8307b63b5bb,,Medium,Listo,cristian_gaitan,712020:f058778d-a445-48b5-8da6-2d090ec2cdb9,Jeferson David Camero Garcia,637f8d9e77acd224b33e8acc,Jeferson David Camero Garcia,637f8d9e77acd224b33e8acc,01/jun/26 1:07 PM,01/jul/26 8:15 AM,30/jun/26 12:52 PM,24/jun/26 9:29 AM,,0,,,,,,,Yo como lider de operaciones quisiera no tener que ajustar aprobación de Geos y tambien problemas por caracteres desconocidos a nivel de nombre de comercio que generan problema de creación.,,cristian_gaitan,Jeferson David Camero Garcia,712020:f058778d-a445-48b5-8da6-2d090ec2cdb9,637f8d9e77acd224b33e8acc,,,,,,,,,,,,,,,0|i000zr:,,,,Sprint 2 Gestión operativa AUT,Sprint 2,,5.0,,,,24/jun/26 9:29 AM;712020:f058778d-a445-48b5-8da6-2d090ec2cdb9;se realizo una inspeccion del  flujo de creacion del cliente sucede es que cuando el asesor se sale de su zona y crea un cliente puede caer el cliente en rechazo por geolocalizacion,,,,Listo,24/jun/26 9:29 AM,10123,SD-28,[ROADMAP-2026] Hoja de ruta tecnológica 2026
"[SRV-138] BUG - Planificar horas de corte para facturación, dejando como estrategia 2 planillas APP. Pedidos Express",SD-138,10393,Error,Finalizada,SD,Servimax-Desarrollo,software,John Arévalo,712020:fa2cab61-84d5-4706-9655-e8307b63b5bb,,Medium,Listo,cristian_gaitan,712020:f058778d-a445-48b5-8da6-2d090ec2cdb9,Jeferson David Camero Garcia,637f8d9e77acd224b33e8acc,Jeferson David Camero Garcia,637f8d9e77acd224b33e8acc,01/jun/26 1:09 PM,01/jul/26 8:15 AM,30/jun/26 12:57 PM,24/jun/26 9:29 AM,,0,,,,,,,"Debido a los tiempos de alistamiento, se tiene el problema de que el equipo logistico se esta sobrecargando sin tener eficiencia a la hora de alistar pedidos de app. Es necesario refactorizar el proceso dejando nuevos cortes de facturación y planillado para que hayan 3 tipos de planillas y que se pueda tener un turno de gestion de alistamiento.
1. Presencial
2. App 1
3. App 2
Teniendo esto en cuenta, se espera que no hayan pedidos pendientes por facturar de días anteriores, y tambien generar menos carga de trabajo de logistica. ",,cristian_gaitan,Jeferson David Camero Garcia,712020:f058778d-a445-48b5-8da6-2d090ec2cdb9,637f8d9e77acd224b33e8acc,,,,,,,,,,,,,,,0|i000zz:,,,,Sprint 2 Gestión operativa AUT,Sprint 2,,3.0,,,,"02/jun/26 9:40 AM;712020:f058778d-a445-48b5-8da6-2d090ec2cdb9;Durante la implementación del cambio en los horarios de facturación, se identificó que programar los cortes en horarios muy tempranos puede generar una menor cantidad de pedidos facturados. Por esta razón, se recomienda establecer los horarios de facturación en franjas más tardías, preferiblemente entre la 1:00 p. m. y las 2:00 p. m., ya que para ese momento se dispone de un mayor volumen de pedidos, permitiendo una facturación más eficiente y una mejor consolidación de cada planilla.","02/jun/26 2:41 PM;712020:f058778d-a445-48b5-8da6-2d090ec2cdb9;Se modificó el endpoint {{GET /approveAppOrders}} en {{autoRouter.routes.ts}} para corregir el cálculo de la fecha de entrega cuando se usa el parámetro {{moveDate}}.
*Cambios realizados:*

* Se eliminó el IF que sumaba {{moveDateNumber}} nuevamente cuando la fecha caía en domingo (causaba saltos incorrectos de fecha)

* Se agregó validación para el caso en que hoy es sábado y la fecha calculada cae en lunes (se mueve un día más para evitar entregas incorrectas)

* Se actualizó el parámetro {{moveDate}} en Cloud Scheduler de {{1}} a {{2}} para que la facturación de las 6 PM cubra pedidos de pasado mañana
*Archivos modificados:*
* {{src/routes/autoRouter.routes.ts}}

*GCP:*
{{aprobacion_app}}: URL actualizada de {{?moveDate=1}} a {{?moveDate=2}}",30/jun/26 12:58 PM;637f8d9e77acd224b33e8acc;[~accountid:712020:f058778d-a445-48b5-8da6-2d090ec2cdb9] aprobado,30/jun/26 1:00 PM;637f8d9e77acd224b33e8acc;[~accountid:712020:f058778d-a445-48b5-8da6-2d090ec2cdb9] Dejemos en el dashboard un grafico de histograma de frecuencia de pedidos para saber a que horas es mas efectivo activar lógica,Listo,24/jun/26 9:29 AM,10123,SD-28,[ROADMAP-2026] Hoja de ruta tecnológica 2026
[SRV-144] Levantar nuevo proyecto low cost de refrigerados sin tener que gastar más de lo que cuesta actualmente!,SD-145,10432,Historia,Finalizada,SD,Servimax-Desarrollo,software,John Arévalo,712020:fa2cab61-84d5-4706-9655-e8307b63b5bb,,Medium,Listo,Jeferson David Camero Garcia,637f8d9e77acd224b33e8acc,Jeferson David Camero Garcia,637f8d9e77acd224b33e8acc,Jeferson David Camero Garcia,637f8d9e77acd224b33e8acc,01/jun/26 3:02 PM,01/jul/26 8:15 AM,30/jun/26 1:09 PM,30/jun/26 8:45 AM,,0,,,,,,,"Bajo el monitoreo de costos, necesito que se reduzcan valor de VM Pegasus (segmento de refrigerados) para que no haya un cobro excesivo.

Nota: Ya esta creado el proceso solo hace falta validar cambio de DNS y buen funcionamiento con los recursos actuales.",,Jeferson David Camero Garcia,,637f8d9e77acd224b33e8acc,,,,,,,,,,,,,,,,0|i0010f:,,,,Sprint 2 Gestión operativa AUT,Sprint 2,,5.0,,,,,,,,Listo,30/jun/26 8:45 AM,10123,SD-28,[ROADMAP-2026] Hoja de ruta tecnológica 2026
[SRV-155] Feature modulo de cashback & premios y misiones,SD-156,10699,Historia,Finalizada,SD,Servimax-Desarrollo,software,John Arévalo,712020:fa2cab61-84d5-4706-9655-e8307b63b5bb,,Medium,Listo,Jeferson David Camero Garcia,637f8d9e77acd224b33e8acc,Jeferson David Camero Garcia,637f8d9e77acd224b33e8acc,Jeferson David Camero Garcia,637f8d9e77acd224b33e8acc,30/jun/26 8:37 AM,01/jul/26 8:15 AM,30/jun/26 1:33 PM,30/jun/26 8:45 AM,,0,,,,,,,"Como *coordinador comercial / líder de operaciones*, necesito un sistema de fidelización que permita crear campañas con misiones (retos de compra por producto), calcular cashback parametrizable por programa, y gestionar la redención desde la billetera del tendero, para incentivar la recompra y medir el cumplimiento por cliente.

h2. Alcance funcional

h3. Premios y Misiones (Portal admin + App tenderos)

* *Wizard de creación de campañas*: nombre, fechas, sede, cobertura (departamento / casa comercial / libre), misiones (retos) con metas por referencia de producto y premio configurable.
* *Panel de liquidación (beneficiarios)*: vista por reto con conteo de pedidos por cliente, tracking de estado de entrega (Confirmado → Facturado → Entregado / Devuelto / Anulado), pills de filtro por estado, búsqueda por cédula o nombre de comercio, y detalle lazy-load de pedidos al hacer click.
* *Banner en app*: header del premio global en modo LIBRE (texto + ícono trofeo) visible al completar todos los retos de la campaña.

h3. Cashback (Motor + Billetera app)

* *Motor parametrizable*: programas de cashback con reglas de acumulación (% o valor fijo), restricción de redención por scope (producto, marca, casa comercial, categoría, anywhere), y expansión automática de códigos ERP.
* *Billetera por cajitas*: sub-saldos derivados del BONO legacy (cajita restringida por programa + cajita general), con logo y descripción por restricción.
* *Redención en app*: la tarjeta de billetera (WalletCashbackCard) se muestra siempre que el cliente tenga saldo > 0, permitiendo redención incluso con cashback de acumulación desactivado globalmente. Validación de restricción contra el carrito al momento del checkout.

h3. Operativo / DevOps

* *Circuit breaker eForce* parametrizable por grupo (G1/G2) con toggle {{enforce_login_breaker}} en el portal de configuración Ecom.
* *Job de compilados*: pipeline de subida de planillas a Firestore con tracking de órdenes.

h2. Criterios de aceptación

* sin completarEl coordinador puede crear una campaña con N retos, cada uno con productos target y meta.
* sin completarEl panel de liquidación muestra el tracking real de entrega cruzando MERCADERIA (no solo estado de pedido).
* sin completarEl tendero ve su billetera y puede redimir saldo existente aunque {{switchCashBack}} esté apagado.
* sin completarLa restricción de redención se valida contra el carrito (scope + códigos expandidos).
* sin completarEl banner de premio global aparece en la app cuando la campaña es LIBRE y tiene {{grand_reward_text}}.

h2. Repos y ramas

* *Backend Django*: {{servimax-backend}} → {{master}} (tracking, premios) / {{develop}} (abastecimiento)
* *Frontend React*: {{servimax-frontend}} → {{master}}
* *App React Native*: {{servimaxApp}} → {{feature/cashback-app}} (billetera + banner premio)",,Jeferson David Camero Garcia,John Arévalo,637f8d9e77acd224b33e8acc,712020:fa2cab61-84d5-4706-9655-e8307b63b5bb,,,,,,,,,,,,,,,0|i0010l:,,,,Sprint 2 Gestión operativa AUT,Sprint 2,,13.0,,,,"30/jun/26 1:33 PM;637f8d9e77acd224b33e8acc;* Evaluar fecha de entrega de pedido, si al dia siguiente no hay nota crédito, que se liquide cashback.
Jugadas maliciosas","30/jun/26 2:13 PM;712020:fa2cab61-84d5-4706-9655-e8307b63b5bb;Jugada maliciosa: Los asesores pueden usar usuarios de tiendas que ya no existen, hacer pedidos y ganar misiones o cashback con serviplata. Pueden decirle al conductor que venda la mercancia en otro lado y el usuario a traves del cual hicieron el pedido se gana el cash back. De tal forma QUE EL ASESOR PODRIA QUEDARSE CON EL CASHBACK GANADO DE CADA CAMPAÑA Y QUEDARSE CON UN PEDIDO COMPLETO Y DESVIAR EL INCENTIVO. ",,,Listo,30/jun/26 8:45 AM,10123,SD-28,[ROADMAP-2026] Hoja de ruta tecnológica 2026
[SRV-156] Reutilizar funciones backend para implementación frontend de notificaciones push en feature de Cashback / Premios y misiones,SD-157,10700,Historia,Finalizada,SD,Servimax-Desarrollo,software,John Arévalo,712020:fa2cab61-84d5-4706-9655-e8307b63b5bb,,Medium,Listo,Jeferson David Camero Garcia,637f8d9e77acd224b33e8acc,Jeferson David Camero Garcia,637f8d9e77acd224b33e8acc,Jeferson David Camero Garcia,637f8d9e77acd224b33e8acc,30/jun/26 8:41 AM,01/jul/26 8:15 AM,30/jun/26 1:46 PM,30/jun/26 8:41 AM,,0,,,,,,,,,Jeferson David Camero Garcia,,637f8d9e77acd224b33e8acc,,,,,,,,,,,,,,,,0|i0010m:,,,,Sprint 2 Gestión operativa AUT,Sprint 2,,3.0,,,,30/jun/26 1:25 PM;637f8d9e77acd224b33e8acc;Encuesta de satisfacción trigger para liquidar cashback o premios y misiones.,"30/jun/26 1:31 PM;637f8d9e77acd224b33e8acc;Evaluar fecha de entrega de pedido, si al dia siguiente no hay nota crédito, que se liquide cashback.

Jugadas maliciosas ",,,Listo,30/jun/26 8:41 AM,10123,SD-28,[ROADMAP-2026] Hoja de ruta tecnológica 2026
[SRV-151] BUG Solucionar permanencia de img de productos,SD-152,10567,Error,En curso,SD,Servimax-Desarrollo,software,John Arévalo,712020:fa2cab61-84d5-4706-9655-e8307b63b5bb,,Medium,,Miguel Aguirre,712020:21313d0b-8fc1-47f7-a84d-cb21970b5a46,Jeferson David Camero Garcia,637f8d9e77acd224b33e8acc,Jeferson David Camero Garcia,637f8d9e77acd224b33e8acc,16/jun/26 7:48 AM,01/jul/26 11:45 AM,01/jul/26 10:03 AM,,,0,,,,,,,"Pérdida de referencia o eliminación temporal de imágenes al editar productos.

* *Descripción del problema:* Se ha detectado un comportamiento inestable en la plataforma al realizar cambios en las imágenes de los productos. Una vez que se ejecuta la actualización de la imagen, esta desaparece temporalmente de la vista del usuario o el sistema pierde su ruta de referencia (URL) por un error aún no identificado.
* *Comportamiento esperado:* Al actualizar la imagen de un producto, la nueva visual debe guardarse, persistir en el sistema y renderizarse correctamente en el frontend de forma inmediata.
* *Comportamiento actual:* Las imágenes modificadas parecen eliminarse o desvincularse del producto justo después de aplicar el cambio, rompiendo la visualización.



[~accountid:712020:21313d0b-8fc1-47f7-a84d-cb21970b5a46] Por favor estudiar la logica, contextualizar algo si no se entiende con Valentina de rol visual. ",,Jeferson David Camero Garcia,,637f8d9e77acd224b33e8acc,,,,,,,,,,,,,,30/jun/26 10:26 AM;2450776d-4786-4c8e-b80c-0d51bbfbc77d;image-20260630-152603.png;https://servimax-team.atlassian.net/rest/api/3/attachment/content/10201,,0|i00123:,,,,Sprint 3,,,5.0,,,,,,,,En curso,01/jul/26 11:45 AM,10123,SD-28,[ROADMAP-2026] Hoja de ruta tecnológica 2026
"[SRV-157] Feature crear en Admin Servimax, componente visual para modificar splash de inicio en app tenderos.",SD-158,10733,Historia,Tareas por hacer,SD,Servimax-Desarrollo,software,John Arévalo,712020:fa2cab61-84d5-4706-9655-e8307b63b5bb,,Medium,,cristian_gaitan,712020:f058778d-a445-48b5-8da6-2d090ec2cdb9,Jeferson David Camero Garcia,637f8d9e77acd224b33e8acc,Jeferson David Camero Garcia,637f8d9e77acd224b33e8acc,30/jun/26 9:12 AM,01/jul/26 8:21 AM,30/jun/26 9:43 AM,,,0,roadmap-2026,UI-UX,,,,,,,Jeferson David Camero Garcia,,637f8d9e77acd224b33e8acc,,,,,,,,,,,,,,,,0|i00127:,,,,Sprint 3,,,5.0,,,,,,,,Por hacer,30/jun/26 9:12 AM,10123,SD-28,[ROADMAP-2026] Hoja de ruta tecnológica 2026
[SRV-178] Chatbot Servimax con funcionalidades de compra inmediata y llamada por voz,SD-178,10756,Historia,Tareas por hacer,SD,Servimax-Desarrollo,software,John Arévalo,712020:fa2cab61-84d5-4706-9655-e8307b63b5bb,,Medium,,WILSON PABON,712020:a3e7bd23-6099-4003-811a-f0aaf2beea5d,Jeferson David Camero Garcia,637f8d9e77acd224b33e8acc,Jeferson David Camero Garcia,637f8d9e77acd224b33e8acc,30/jun/26 9:55 AM,01/jul/26 8:22 AM,30/jun/26 12:43 PM,,,0,,,,,,,"Analizar la integración vigente con los servicios de [http://elevenlabs.io|http://elevenlabs.io|smart-link]  dentro del repositorio {{servimaxLiveOperation}} (donde reside la lógica del bot). El objetivo es determinar el impacto y los requerimientos para realizar un upgrade que habilite la creación transversal de pedidos a través del canal de llamadas.



*Criterios de Aceptación:*

* [ ] Diagnóstico técnico del estado actual de la integración en {{servimaxLiveOperation}}.
* [ ] Identificación de los insumos y cambios necesarios en ElevenLabs para soportar el flujo de pedidos.
* [ ] Propuesta técnica o viabilidad para el upgrade en el canal de llamadas.",,Jeferson David Camero Garcia,,637f8d9e77acd224b33e8acc,,,,,,,,,,,,,,,,0|i0016f:,,,,Sprint 3,,,8.0,,,,,,,,Por hacer,30/jun/26 9:55 AM,10123,SD-28,[ROADMAP-2026] Hoja de ruta tecnológica 2026
[SRV-179] Solucionar intermitencias de proceso de sincronización de liquidación en APP conductores segmento refrigerados,SD-179,10757,Error,Tareas por hacer,SD,Servimax-Desarrollo,software,John Arévalo,712020:fa2cab61-84d5-4706-9655-e8307b63b5bb,,Medium,,Jeferson David Camero Garcia,637f8d9e77acd224b33e8acc,Jeferson David Camero Garcia,637f8d9e77acd224b33e8acc,Jeferson David Camero Garcia,637f8d9e77acd224b33e8acc,30/jun/26 10:14 AM,01/jul/26 8:22 AM,30/jun/26 10:14 AM,,,0,,,,,,,Leer manual de implementación que incluye optimizar el massive bill done en el request y posibles problemas de arquitectura por request https,,Jeferson David Camero Garcia,,637f8d9e77acd224b33e8acc,,,,,,,,,,,,,,30/jun/26 10:14 AM;2450776d-4786-4c8e-b80c-0d51bbfbc77d;BUG_SETTLEMENT_LIQUIDACION.md;https://servimax-team.atlassian.net/rest/api/3/attachment/content/10200,,0|i0016n:,,,,Sprint 3,,,3.0,,,,,,,,Por hacer,30/jun/26 10:14 AM,10123,SD-28,[ROADMAP-2026] Hoja de ruta tecnológica 2026
